id,date,store_nbr,family,sales,onpromotion
2991607,2017-08-10,48,PERSONAL CARE,471.0,9
2991608,2017-08-10,48,PET SUPPLIES,13.0,0
2991609,2017-08-10,48,PLAYERS AND ELECTRONICS,25.0,0
2991610,2017-08-10,48,POULTRY,611.637,1
2991611,2017-08-10,48,PREPARED FOODS,78.996,0
2991612,2017-08-10,48,PRODUCE,1297.083,9
2991613,2017-08-10,48,SCHOOL AND OFFICE SUPPLIES,578.0,12
2991614,2017-08-10,48,SEAFOOD,15.932,0
2991615,2017-08-10,49,AUTOMOTIVE,10.0,0
2991616,2017-08-10,49,BABY CARE,0.0,0
2991617,2017-08-10,49,BEAUTY,7.0,1
2991618,2017-08-10,49,BEVERAGES,5531.0,13
2991619,2017-08-10,49,BOOKS,0.0,0
2991620,2017-08-10,49,BREAD/BAKERY,1043.679,11
2991621,2017-08-10,49,CELEBRATION,36.0,0
2991622,2017-08-10,49,CLEANING,1386.0,16
2991623,2017-08-10,49,DAIRY,1800.0,26
2991624,2017-08-10,49,DELI,292.935,8
2991625,2017-08-10,49,EGGS,374.0,0
2991626,2017-08-10,49,FROZEN FOODS,265.696,1
2991627,2017-08-10,49,GROCERY I,5811.0,26
2991628,2017-08-10,49,GROCERY II,54.0,0
2991629,2017-08-10,49,HARDWARE,3.0,0
2991630,2017-08-10,49,HOME AND KITCHEN I,58.0,0
2991631,2017-08-10,49,HOME AND KITCHEN II,47.0,2
2991632,2017-08-10,49,HOME APPLIANCES,2.0,0
2991633,2017-08-10,49,HOME CARE,309.0,8
2991634,2017-08-10,49,LADIESWEAR,8.0,4
2991635,2017-08-10,49,LAWN AND GARDEN,30.0,0
2991636,2017-08-10,49,LINGERIE,11.0,2
2991637,2017-08-10,49,"LIQUOR,WINE,BEER",365.0,8
2991638,2017-08-10,49,MAGAZINES,13.0,0
2991639,2017-08-10,49,MEATS,714.826,0
2991640,2017-08-10,49,PERSONAL CARE,339.0,10
2991641,2017-08-10,49,PET SUPPLIES,18.0,0
2991642,2017-08-10,49,PLAYERS AND ELECTRONICS,27.0,0
2991643,2017-08-10,49,POULTRY,673.765,0
2991644,2017-08-10,49,PREPARED FOODS,168.075,0
2991645,2017-08-10,49,PRODUCE,5753.989,10
2991646,2017-08-10,49,SCHOOL AND OFFICE SUPPLIES,164.0,13
2991647,2017-08-10,49,SEAFOOD,55.971,0
2991648,2017-08-10,5,AUTOMOTIVE,7.0,0
2991649,2017-08-10,5,BABY CARE,0.0,0
2991650,2017-08-10,5,BEAUTY,3.0,2
2991651,2017-08-10,5,BEVERAGES,1658.0,10
2991652,2017-08-10,5,BOOKS,0.0,0
2991653,2017-08-10,5,BREAD/BAKERY,344.701,8
2991654,2017-08-10,5,CELEBRATION,29.0,0
2991655,2017-08-10,5,CLEANING,845.0,14
2991656,2017-08-10,5,DAIRY,495.0,19
2991657,2017-08-10,5,DELI,199.37,8
2991658,2017-08-10,5,EGGS,69.0,0
2991659,2017-08-10,5,FROZEN FOODS,95.907,1
2991660,2017-08-10,5,GROCERY I,2687.0,33
2991661,2017-08-10,5,GROCERY II,35.0,0
2991662,2017-08-10,5,HARDWARE,1.0,0
2991663,2017-08-10,5,HOME AND KITCHEN I,27.0,1
2991664,2017-08-10,5,HOME AND KITCHEN II,25.0,1
2991665,2017-08-10,5,HOME APPLIANCES,0.0,0
2991666,2017-08-10,5,HOME CARE,163.0,7
2991667,2017-08-10,5,LADIESWEAR,8.0,0
2991668,2017-08-10,5,LAWN AND GARDEN,6.0,0
2991669,2017-08-10,5,LINGERIE,15.0,0
2991670,2017-08-10,5,"LIQUOR,WINE,BEER",83.0,5
2991671,2017-08-10,5,MAGAZINES,11.0,0
2991672,2017-08-10,5,MEATS,265.429,0
2991673,2017-08-10,5,PERSONAL CARE,188.0,10
2991674,2017-08-10,5,PET SUPPLIES,1.0,0
2991675,2017-08-10,5,PLAYERS AND ELECTRONICS,6.0,0
2991676,2017-08-10,5,POULTRY,198.971,0
2991677,2017-08-10,5,PREPARED FOODS,53.276,0
2991678,2017-08-10,5,PRODUCE,1383.316,6
2991679,2017-08-10,5,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991680,2017-08-10,5,SEAFOOD,7.0959997,0
2991681,2017-08-10,50,AUTOMOTIVE,12.0,0
2991682,2017-08-10,50,BABY CARE,0.0,0
2991683,2017-08-10,50,BEAUTY,15.0,2
2991684,2017-08-10,50,BEVERAGES,3863.0,10
2991685,2017-08-10,50,BOOKS,0.0,0
2991686,2017-08-10,50,BREAD/BAKERY,488.327,10
2991687,2017-08-10,50,CELEBRATION,70.0,0
2991688,2017-08-10,50,CLEANING,1248.0,13
2991689,2017-08-10,50,DAIRY,896.0,24
2991690,2017-08-10,50,DELI,398.553,6
2991691,2017-08-10,50,EGGS,89.0,0
2991692,2017-08-10,50,FROZEN FOODS,234.244,1
2991693,2017-08-10,50,GROCERY I,5727.0,31
2991694,2017-08-10,50,GROCERY II,56.0,0
2991695,2017-08-10,50,HARDWARE,1.0,0
2991696,2017-08-10,50,HOME AND KITCHEN I,90.0,0
2991697,2017-08-10,50,HOME AND KITCHEN II,24.0,1
2991698,2017-08-10,50,HOME APPLIANCES,0.0,0
2991699,2017-08-10,50,HOME CARE,233.0,4
2991700,2017-08-10,50,LADIESWEAR,11.0,5
2991701,2017-08-10,50,LAWN AND GARDEN,9.0,0
2991702,2017-08-10,50,LINGERIE,5.0,0
2991703,2017-08-10,50,"LIQUOR,WINE,BEER",142.0,4
2991704,2017-08-10,50,MAGAZINES,8.0,0
2991705,2017-08-10,50,MEATS,553.829,0
2991706,2017-08-10,50,PERSONAL CARE,453.0,10
2991707,2017-08-10,50,PET SUPPLIES,9.0,0
2991708,2017-08-10,50,PLAYERS AND ELECTRONICS,24.0,0
2991709,2017-08-10,50,POULTRY,298.216,0
2991710,2017-08-10,50,PREPARED FOODS,115.298004,0
2991711,2017-08-10,50,PRODUCE,1865.766,4
2991712,2017-08-10,50,SCHOOL AND OFFICE SUPPLIES,285.0,13
2991713,2017-08-10,50,SEAFOOD,9.0,0
2991714,2017-08-10,51,AUTOMOTIVE,9.0,0
2991715,2017-08-10,51,BABY CARE,0.0,0
2991716,2017-08-10,51,BEAUTY,3.0,1
2991717,2017-08-10,51,BEVERAGES,3320.0,9
2991718,2017-08-10,51,BOOKS,0.0,0
2991719,2017-08-10,51,BREAD/BAKERY,611.017,10
2991720,2017-08-10,51,CELEBRATION,12.0,0
2991721,2017-08-10,51,CLEANING,823.0,8
2991722,2017-08-10,51,DAIRY,1127.0,19
2991723,2017-08-10,51,DELI,162.062,6
2991724,2017-08-10,51,EGGS,214.0,0
2991725,2017-08-10,51,FROZEN FOODS,280.203,1
2991726,2017-08-10,51,GROCERY I,3340.0,23
2991727,2017-08-10,51,GROCERY II,29.0,0
2991728,2017-08-10,51,HARDWARE,0.0,0
2991729,2017-08-10,51,HOME AND KITCHEN I,32.0,0
2991730,2017-08-10,51,HOME AND KITCHEN II,19.0,2
2991731,2017-08-10,51,HOME APPLIANCES,0.0,0
2991732,2017-08-10,51,HOME CARE,180.0,3
2991733,2017-08-10,51,LADIESWEAR,1.0,0
2991734,2017-08-10,51,LAWN AND GARDEN,57.0,0
2991735,2017-08-10,51,LINGERIE,2.0,0
2991736,2017-08-10,51,"LIQUOR,WINE,BEER",186.0,5
2991737,2017-08-10,51,MAGAZINES,11.0,0
2991738,2017-08-10,51,MEATS,544.498,0
2991739,2017-08-10,51,PERSONAL CARE,140.0,6
2991740,2017-08-10,51,PET SUPPLIES,10.0,0
2991741,2017-08-10,51,PLAYERS AND ELECTRONICS,14.0,0
2991742,2017-08-10,51,POULTRY,468.644,0
2991743,2017-08-10,51,PREPARED FOODS,109.363,0
2991744,2017-08-10,51,PRODUCE,3632.796,8
2991745,2017-08-10,51,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991746,2017-08-10,51,SEAFOOD,26.804,0
2991747,2017-08-10,52,AUTOMOTIVE,7.0,0
2991748,2017-08-10,52,BABY CARE,0.0,0
2991749,2017-08-10,52,BEAUTY,3.0,1
2991750,2017-08-10,52,BEVERAGES,3776.0,12
2991751,2017-08-10,52,BOOKS,0.0,0
2991752,2017-08-10,52,BREAD/BAKERY,755.812,11
2991753,2017-08-10,52,CELEBRATION,14.0,0
2991754,2017-08-10,52,CLEANING,1399.0,13
2991755,2017-08-10,52,DAIRY,1041.0,26
2991756,2017-08-10,52,DELI,305.095,7
2991757,2017-08-10,52,EGGS,188.0,0
2991758,2017-08-10,52,FROZEN FOODS,392.227,1
2991759,2017-08-10,52,GROCERY I,5377.0,33
2991760,2017-08-10,52,GROCERY II,34.0,0
2991761,2017-08-10,52,HARDWARE,2.0,0
2991762,2017-08-10,52,HOME AND KITCHEN I,82.0,0
2991763,2017-08-10,52,HOME AND KITCHEN II,40.0,2
2991764,2017-08-10,52,HOME APPLIANCES,0.0,0
2991765,2017-08-10,52,HOME CARE,271.0,4
2991766,2017-08-10,52,LADIESWEAR,6.0,0
2991767,2017-08-10,52,LAWN AND GARDEN,35.0,0
2991768,2017-08-10,52,LINGERIE,14.0,0
2991769,2017-08-10,52,"LIQUOR,WINE,BEER",299.0,6
2991770,2017-08-10,52,MAGAZINES,16.0,0
2991771,2017-08-10,52,MEATS,376.239,0
2991772,2017-08-10,52,PERSONAL CARE,276.0,9
2991773,2017-08-10,52,PET SUPPLIES,14.0,0
2991774,2017-08-10,52,PLAYERS AND ELECTRONICS,27.0,0
2991775,2017-08-10,52,POULTRY,381.248,0
2991776,2017-08-10,52,PREPARED FOODS,151.925,0
2991777,2017-08-10,52,PRODUCE,4129.067,9
2991778,2017-08-10,52,SCHOOL AND OFFICE SUPPLIES,4.0,0
2991779,2017-08-10,52,SEAFOOD,9.0,0
2991780,2017-08-10,53,AUTOMOTIVE,3.0,0
2991781,2017-08-10,53,BABY CARE,0.0,0
2991782,2017-08-10,53,BEAUTY,1.0,0
2991783,2017-08-10,53,BEVERAGES,1692.0,8
2991784,2017-08-10,53,BOOKS,0.0,0
2991785,2017-08-10,53,BREAD/BAKERY,351.045,9
2991786,2017-08-10,53,CELEBRATION,15.0,0
2991787,2017-08-10,53,CLEANING,674.0,9
2991788,2017-08-10,53,DAIRY,367.0,21
2991789,2017-08-10,53,DELI,209.01399,7
2991790,2017-08-10,53,EGGS,70.0,0
2991791,2017-08-10,53,FROZEN FOODS,160.0,1
2991792,2017-08-10,53,GROCERY I,2153.0,22
2991793,2017-08-10,53,GROCERY II,7.0,0
2991794,2017-08-10,53,HARDWARE,1.0,0
2991795,2017-08-10,53,HOME AND KITCHEN I,60.0,0
2991796,2017-08-10,53,HOME AND KITCHEN II,20.0,1
2991797,2017-08-10,53,HOME APPLIANCES,0.0,0
2991798,2017-08-10,53,HOME CARE,136.0,2
2991799,2017-08-10,53,LADIESWEAR,1.0,0
2991800,2017-08-10,53,LAWN AND GARDEN,10.0,0
2991801,2017-08-10,53,LINGERIE,10.0,0
2991802,2017-08-10,53,"LIQUOR,WINE,BEER",130.0,4
2991803,2017-08-10,53,MAGAZINES,7.0,0
2991804,2017-08-10,53,MEATS,195.374,0
2991805,2017-08-10,53,PERSONAL CARE,152.0,8
2991806,2017-08-10,53,PET SUPPLIES,3.0,0
2991807,2017-08-10,53,PLAYERS AND ELECTRONICS,6.0,0
2991808,2017-08-10,53,POULTRY,117.427,0
2991809,2017-08-10,53,PREPARED FOODS,56.183,0
2991810,2017-08-10,53,PRODUCE,1637.204,3
2991811,2017-08-10,53,SCHOOL AND OFFICE SUPPLIES,1.0,0
2991812,2017-08-10,53,SEAFOOD,2.0,0
2991813,2017-08-10,54,AUTOMOTIVE,6.0,0
2991814,2017-08-10,54,BABY CARE,0.0,0
2991815,2017-08-10,54,BEAUTY,0.0,0
2991816,2017-08-10,54,BEVERAGES,4686.0,16
2991817,2017-08-10,54,BOOKS,0.0,0
2991818,2017-08-10,54,BREAD/BAKERY,144.0,5
2991819,2017-08-10,54,CELEBRATION,10.0,0
2991820,2017-08-10,54,CLEANING,720.0,19
2991821,2017-08-10,54,DAIRY,190.0,11
2991822,2017-08-10,54,DELI,152.002,4
2991823,2017-08-10,54,EGGS,44.0,1
2991824,2017-08-10,54,FROZEN FOODS,40.31,1
2991825,2017-08-10,54,GROCERY I,2685.0,44
2991826,2017-08-10,54,GROCERY II,60.0,0
2991827,2017-08-10,54,HARDWARE,0.0,0
2991828,2017-08-10,54,HOME AND KITCHEN I,13.0,1
2991829,2017-08-10,54,HOME AND KITCHEN II,5.0,0
2991830,2017-08-10,54,HOME APPLIANCES,1.0,0
2991831,2017-08-10,54,HOME CARE,170.0,5
2991832,2017-08-10,54,LADIESWEAR,0.0,0
2991833,2017-08-10,54,LAWN AND GARDEN,0.0,0
2991834,2017-08-10,54,LINGERIE,2.0,0
2991835,2017-08-10,54,"LIQUOR,WINE,BEER",14.0,2
2991836,2017-08-10,54,MAGAZINES,1.0,0
2991837,2017-08-10,54,MEATS,52.716,13
2991838,2017-08-10,54,PERSONAL CARE,151.0,8
2991839,2017-08-10,54,PET SUPPLIES,0.0,0
2991840,2017-08-10,54,PLAYERS AND ELECTRONICS,0.0,0
2991841,2017-08-10,54,POULTRY,49.666,0
2991842,2017-08-10,54,PREPARED FOODS,61.0,0
2991843,2017-08-10,54,PRODUCE,498.122,3
2991844,2017-08-10,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991845,2017-08-10,54,SEAFOOD,2.0,0
2991846,2017-08-10,6,AUTOMOTIVE,6.0,0
2991847,2017-08-10,6,BABY CARE,0.0,0
2991848,2017-08-10,6,BEAUTY,5.0,1
2991849,2017-08-10,6,BEVERAGES,2466.0,10
2991850,2017-08-10,6,BOOKS,0.0,0
2991851,2017-08-10,6,BREAD/BAKERY,392.718,8
2991852,2017-08-10,6,CELEBRATION,6.0,0
2991853,2017-08-10,6,CLEANING,759.0,13
2991854,2017-08-10,6,DAIRY,695.0,21
2991855,2017-08-10,6,DELI,203.828,8
2991856,2017-08-10,6,EGGS,125.0,0
2991857,2017-08-10,6,FROZEN FOODS,98.0,1
2991858,2017-08-10,6,GROCERY I,3482.0,31
2991859,2017-08-10,6,GROCERY II,24.0,0
2991860,2017-08-10,6,HARDWARE,2.0,0
2991861,2017-08-10,6,HOME AND KITCHEN I,17.0,1
2991862,2017-08-10,6,HOME AND KITCHEN II,40.0,2
2991863,2017-08-10,6,HOME APPLIANCES,0.0,0
2991864,2017-08-10,6,HOME CARE,164.0,8
2991865,2017-08-10,6,LADIESWEAR,8.0,0
2991866,2017-08-10,6,LAWN AND GARDEN,20.0,0
2991867,2017-08-10,6,LINGERIE,17.0,4
2991868,2017-08-10,6,"LIQUOR,WINE,BEER",105.0,6
2991869,2017-08-10,6,MAGAZINES,6.0,0
2991870,2017-08-10,6,MEATS,364.42398,0
2991871,2017-08-10,6,PERSONAL CARE,250.0,12
2991872,2017-08-10,6,PET SUPPLIES,7.0,0
2991873,2017-08-10,6,PLAYERS AND ELECTRONICS,15.0,0
2991874,2017-08-10,6,POULTRY,371.706,0
2991875,2017-08-10,6,PREPARED FOODS,75.479996,0
2991876,2017-08-10,6,PRODUCE,1712.632,6
2991877,2017-08-10,6,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991878,2017-08-10,6,SEAFOOD,18.449,0
2991879,2017-08-10,7,AUTOMOTIVE,5.0,0
2991880,2017-08-10,7,BABY CARE,0.0,0
2991881,2017-08-10,7,BEAUTY,9.0,1
2991882,2017-08-10,7,BEVERAGES,3246.0,11
2991883,2017-08-10,7,BOOKS,0.0,0
2991884,2017-08-10,7,BREAD/BAKERY,573.494,11
2991885,2017-08-10,7,CELEBRATION,21.0,0
2991886,2017-08-10,7,CLEANING,816.0,9
2991887,2017-08-10,7,DAIRY,1085.0,25
2991888,2017-08-10,7,DELI,159.617,7
2991889,2017-08-10,7,EGGS,227.0,0
2991890,2017-08-10,7,FROZEN FOODS,160.04,1
2991891,2017-08-10,7,GROCERY I,3080.0,28
2991892,2017-08-10,7,GROCERY II,23.0,0
2991893,2017-08-10,7,HARDWARE,3.0,0
2991894,2017-08-10,7,HOME AND KITCHEN I,54.0,1
2991895,2017-08-10,7,HOME AND KITCHEN II,28.0,2
2991896,2017-08-10,7,HOME APPLIANCES,1.0,0
2991897,2017-08-10,7,HOME CARE,163.0,7
2991898,2017-08-10,7,LADIESWEAR,14.0,0
2991899,2017-08-10,7,LAWN AND GARDEN,24.0,0
2991900,2017-08-10,7,LINGERIE,13.0,0
2991901,2017-08-10,7,"LIQUOR,WINE,BEER",187.0,8
2991902,2017-08-10,7,MAGAZINES,10.0,0
2991903,2017-08-10,7,MEATS,365.215,0
2991904,2017-08-10,7,PERSONAL CARE,160.0,9
2991905,2017-08-10,7,PET SUPPLIES,8.0,0
2991906,2017-08-10,7,PLAYERS AND ELECTRONICS,15.0,0
2991907,2017-08-10,7,POULTRY,556.61,0
2991908,2017-08-10,7,PREPARED FOODS,124.843,0
2991909,2017-08-10,7,PRODUCE,3838.226,5
2991910,2017-08-10,7,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991911,2017-08-10,7,SEAFOOD,32.756,0
2991912,2017-08-10,8,AUTOMOTIVE,4.0,0
2991913,2017-08-10,8,BABY CARE,1.0,0
2991914,2017-08-10,8,BEAUTY,7.0,1
2991915,2017-08-10,8,BEVERAGES,3779.0,11
2991916,2017-08-10,8,BOOKS,0.0,0
2991917,2017-08-10,8,BREAD/BAKERY,676.615,8
2991918,2017-08-10,8,CELEBRATION,30.0,0
2991919,2017-08-10,8,CLEANING,948.0,13
2991920,2017-08-10,8,DAIRY,1163.0,24
2991921,2017-08-10,8,DELI,232.795,8
2991922,2017-08-10,8,EGGS,219.0,0
2991923,2017-08-10,8,FROZEN FOODS,117.0,1
2991924,2017-08-10,8,GROCERY I,3915.0,32
2991925,2017-08-10,8,GROCERY II,29.0,0
2991926,2017-08-10,8,HARDWARE,1.0,0
2991927,2017-08-10,8,HOME AND KITCHEN I,25.0,1
2991928,2017-08-10,8,HOME AND KITCHEN II,42.0,2
2991929,2017-08-10,8,HOME APPLIANCES,0.0,0
2991930,2017-08-10,8,HOME CARE,252.0,6
2991931,2017-08-10,8,LADIESWEAR,17.0,0
2991932,2017-08-10,8,LAWN AND GARDEN,38.0,0
2991933,2017-08-10,8,LINGERIE,36.0,1
2991934,2017-08-10,8,"LIQUOR,WINE,BEER",195.0,7
2991935,2017-08-10,8,MAGAZINES,19.0,0
2991936,2017-08-10,8,MEATS,368.729,1
2991937,2017-08-10,8,PERSONAL CARE,269.0,10
2991938,2017-08-10,8,PET SUPPLIES,15.0,0
2991939,2017-08-10,8,PLAYERS AND ELECTRONICS,11.0,0
2991940,2017-08-10,8,POULTRY,437.536,0
2991941,2017-08-10,8,PREPARED FOODS,159.784,0
2991942,2017-08-10,8,PRODUCE,3121.675,10
2991943,2017-08-10,8,SCHOOL AND OFFICE SUPPLIES,0.0,0
2991944,2017-08-10,8,SEAFOOD,29.789,0
2991945,2017-08-10,9,AUTOMOTIVE,15.0,0
2991946,2017-08-10,9,BABY CARE,0.0,0
2991947,2017-08-10,9,BEAUTY,15.0,1
2991948,2017-08-10,9,BEVERAGES,2465.0,28
2991949,2017-08-10,9,BOOKS,0.0,0
2991950,2017-08-10,9,BREAD/BAKERY,309.0,6
2991951,2017-08-10,9,CELEBRATION,16.0,0
2991952,2017-08-10,9,CLEANING,1085.0,22
2991953,2017-08-10,9,DAIRY,555.0,15
2991954,2017-08-10,9,DELI,420.792,7
2991955,2017-08-10,9,EGGS,123.0,1
2991956,2017-08-10,9,FROZEN FOODS,110.436,1
2991957,2017-08-10,9,GROCERY I,4900.531,59
2991958,2017-08-10,9,GROCERY II,9.0,0
2991959,2017-08-10,9,HARDWARE,1.0,0
2991960,2017-08-10,9,HOME AND KITCHEN I,50.0,1
2991961,2017-08-10,9,HOME AND KITCHEN II,29.0,1
2991962,2017-08-10,9,HOME APPLIANCES,0.0,0
2991963,2017-08-10,9,HOME CARE,280.0,8
2991964,2017-08-10,9,LADIESWEAR,1.0,0
2991965,2017-08-10,9,LAWN AND GARDEN,6.0,0
2991966,2017-08-10,9,LINGERIE,5.0,2
2991967,2017-08-10,9,"LIQUOR,WINE,BEER",57.0,3
2991968,2017-08-10,9,MAGAZINES,3.0,0
2991969,2017-08-10,9,MEATS,484.43402,20
2991970,2017-08-10,9,PERSONAL CARE,329.0,8
2991971,2017-08-10,9,PET SUPPLIES,11.0,0
2991972,2017-08-10,9,PLAYERS AND ELECTRONICS,4.0,0
2991973,2017-08-10,9,POULTRY,291.82098,0
2991974,2017-08-10,9,PREPARED FOODS,111.93,1
2991975,2017-08-10,9,PRODUCE,1036.439,6
2991976,2017-08-10,9,SCHOOL AND OFFICE SUPPLIES,148.0,10
2991977,2017-08-10,9,SEAFOOD,14.35,0
2991978,2017-08-11,1,AUTOMOTIVE,1.0,0
2991979,2017-08-11,1,BABY CARE,0.0,0
2991980,2017-08-11,1,BEAUTY,1.0,1
2991981,2017-08-11,1,BEVERAGES,1006.0,3
2991982,2017-08-11,1,BOOKS,0.0,0
2991983,2017-08-11,1,BREAD/BAKERY,145.607,8
2991984,2017-08-11,1,CELEBRATION,4.0,0
2991985,2017-08-11,1,CLEANING,341.0,7
2991986,2017-08-11,1,DAIRY,343.0,14
2991987,2017-08-11,1,DELI,64.302,35
2991988,2017-08-11,1,EGGS,86.0,24
2991989,2017-08-11,1,FROZEN FOODS,61.0,1
2991990,2017-08-11,1,GROCERY I,1270.0,24
2991991,2017-08-11,1,GROCERY II,9.0,0
2991992,2017-08-11,1,HARDWARE,1.0,0
2991993,2017-08-11,1,HOME AND KITCHEN I,27.0,1
2991994,2017-08-11,1,HOME AND KITCHEN II,14.0,1
2991995,2017-08-11,1,HOME APPLIANCES,0.0,0
2991996,2017-08-11,1,HOME CARE,74.0,5
2991997,2017-08-11,1,LADIESWEAR,3.0,0
2991998,2017-08-11,1,LAWN AND GARDEN,15.0,0
2991999,2017-08-11,1,LINGERIE,1.0,0
2992000,2017-08-11,1,"LIQUOR,WINE,BEER",67.0,2
2992001,2017-08-11,1,MAGAZINES,4.0,0
2992002,2017-08-11,1,MEATS,385.99402,38
2992003,2017-08-11,1,PERSONAL CARE,53.0,5
2992004,2017-08-11,1,PET SUPPLIES,5.0,0
2992005,2017-08-11,1,PLAYERS AND ELECTRONICS,3.0,0
2992006,2017-08-11,1,POULTRY,259.118,36
2992007,2017-08-11,1,PREPARED FOODS,24.963001,0
2992008,2017-08-11,1,PRODUCE,1115.334,7
2992009,2017-08-11,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
2992010,2017-08-11,1,SEAFOOD,19.424,4
2992011,2017-08-11,10,AUTOMOTIVE,2.0,0
2992012,2017-08-11,10,BABY CARE,0.0,0
2992013,2017-08-11,10,BEAUTY,2.0,1
2992014,2017-08-11,10,BEVERAGES,1459.0,23
2992015,2017-08-11,10,BOOKS,0.0,0
2992016,2017-08-11,10,BREAD/BAKERY,76.0,7
2992017,2017-08-11,10,CELEBRATION,5.0,0
2992018,2017-08-11,10,CLEANING,532.0,14
2992019,2017-08-11,10,DAIRY,251.0,6
2992020,2017-08-11,10,DELI,269.0,37
2992021,2017-08-11,10,EGGS,23.0,1
2992022,2017-08-11,10,FROZEN FOODS,36.0,1
2992023,2017-08-11,10,GROCERY I,2349.0,44
2992024,2017-08-11,10,GROCERY II,2.0,0
2992025,2017-08-11,10,HARDWARE,0.0,0
2992026,2017-08-11,10,HOME AND KITCHEN I,9.0,1
2992027,2017-08-11,10,HOME AND KITCHEN II,8.0,0
2992028,2017-08-11,10,HOME APPLIANCES,1.0,0
2992029,2017-08-11,10,HOME CARE,128.0,7
2992030,2017-08-11,10,LADIESWEAR,2.0,0
2992031,2017-08-11,10,LAWN AND GARDEN,0.0,0
2992032,2017-08-11,10,LINGERIE,4.0,0
2992033,2017-08-11,10,"LIQUOR,WINE,BEER",14.0,2
2992034,2017-08-11,10,MAGAZINES,1.0,0
2992035,2017-08-11,10,MEATS,155.992,0
2992036,2017-08-11,10,PERSONAL CARE,193.0,9
2992037,2017-08-11,10,PET SUPPLIES,2.0,0
2992038,2017-08-11,10,PLAYERS AND ELECTRONICS,3.0,0
2992039,2017-08-11,10,POULTRY,169.418,16
2992040,2017-08-11,10,PREPARED FOODS,10.0,0
2992041,2017-08-11,10,PRODUCE,224.769,5
2992042,2017-08-11,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
2992043,2017-08-11,10,SEAFOOD,1.0,0
2992044,2017-08-11,11,AUTOMOTIVE,10.0,0
2992045,2017-08-11,11,BABY CARE,0.0,0
2992046,2017-08-11,11,BEAUTY,4.0,0
2992047,2017-08-11,11,BEVERAGES,5182.0,28
2992048,2017-08-11,11,BOOKS,0.0,0
2992049,2017-08-11,11,BREAD/BAKERY,634.0,11
2992050,2017-08-11,11,CELEBRATION,35.0,0
2992051,2017-08-11,11,CLEANING,1572.0,19
2992052,2017-08-11,11,DAIRY,608.0,17
2992053,2017-08-11,11,DELI,486.824,61
2992054,2017-08-11,11,EGGS,163.0,2
2992055,2017-08-11,11,FROZEN FOODS,116.835,1
2992056,2017-08-11,11,GROCERY I,6551.156,73
2992057,2017-08-11,11,GROCERY II,25.0,0
2992058,2017-08-11,11,HARDWARE,0.0,0
2992059,2017-08-11,11,HOME AND KITCHEN I,47.0,1
2992060,2017-08-11,11,HOME AND KITCHEN II,10.0,0
2992061,2017-08-11,11,HOME APPLIANCES,0.0,0
2992062,2017-08-11,11,HOME CARE,428.0,10
2992063,2017-08-11,11,LADIESWEAR,9.0,0
2992064,2017-08-11,11,LAWN AND GARDEN,1.0,0
2992065,2017-08-11,11,LINGERIE,6.0,0
2992066,2017-08-11,11,"LIQUOR,WINE,BEER",60.0,4
2992067,2017-08-11,11,MAGAZINES,1.0,0
2992068,2017-08-11,11,MEATS,660.14,0
2992069,2017-08-11,11,PERSONAL CARE,320.0,9
2992070,2017-08-11,11,PET SUPPLIES,1.0,0
2992071,2017-08-11,11,PLAYERS AND ELECTRONICS,14.0,0
2992072,2017-08-11,11,POULTRY,560.17,21
2992073,2017-08-11,11,PREPARED FOODS,101.867,3
2992074,2017-08-11,11,PRODUCE,1449.669,8
2992075,2017-08-11,11,SCHOOL AND OFFICE SUPPLIES,32.0,6
2992076,2017-08-11,11,SEAFOOD,10.0,0
2992077,2017-08-11,12,AUTOMOTIVE,6.0,0
2992078,2017-08-11,12,BABY CARE,0.0,0
2992079,2017-08-11,12,BEAUTY,2.0,1
2992080,2017-08-11,12,BEVERAGES,1481.0,22
2992081,2017-08-11,12,BOOKS,0.0,0
2992082,2017-08-11,12,BREAD/BAKERY,145.0,7
2992083,2017-08-11,12,CELEBRATION,66.0,0
2992084,2017-08-11,12,CLEANING,719.0,15
2992085,2017-08-11,12,DAIRY,387.0,13
2992086,2017-08-11,12,DELI,238.0,50
2992087,2017-08-11,12,EGGS,65.0,1
2992088,2017-08-11,12,FROZEN FOODS,81.573,1
2992089,2017-08-11,12,GROCERY I,2497.0,48
2992090,2017-08-11,12,GROCERY II,2.0,0
2992091,2017-08-11,12,HARDWARE,1.0,0
2992092,2017-08-11,12,HOME AND KITCHEN I,4.0,0
2992093,2017-08-11,12,HOME AND KITCHEN II,17.0,0
2992094,2017-08-11,12,HOME APPLIANCES,0.0,0
2992095,2017-08-11,12,HOME CARE,115.0,3
2992096,2017-08-11,12,LADIESWEAR,10.0,0
2992097,2017-08-11,12,LAWN AND GARDEN,0.0,0
2992098,2017-08-11,12,LINGERIE,1.0,0
2992099,2017-08-11,12,"LIQUOR,WINE,BEER",51.0,1
2992100,2017-08-11,12,MAGAZINES,2.0,0
2992101,2017-08-11,12,MEATS,112.489,0
